12 342 {4: 309, 3: 33}
{(1, 6), (6, 7), (7, 1)}
{(1, 6), (6, 7), (7, 2)}
{(1, 6), (6, 7), (7, 3)}
{(1, 6), (6, 7), (7, 4)}
{(1, 6), (6, 7), (7, 5)}
{(1, 6), (6, 7), (7, 9)}
{(1, 6), (7, 7), (6, 2)}
{(1, 6), (7, 7), (6, 3)}
{(1, 6), (7, 7), (6, 4)}
{(1, 6), (7, 7), (6, 5)}
{(1, 6), (7, 7), (6, 9)}
{(2, 6), (6, 7), (7, 2)}
{(2, 6), (6, 7), (7, 3)}
{(2, 6), (6, 7), (7, 4)}
{(2, 6), (6, 7), (7, 5)}
{(2, 6), (6, 7), (7, 9)}
{(2, 6), (7, 7), (6, 3)}
{(2, 6), (7, 7), (6, 4)}
{(2, 6), (7, 7), (6, 5)}
{(2, 6), (7, 7), (6, 9)}
{(3, 6), (6, 7), (7, 3)}
{(3, 6), (6, 7), (7, 4)}
{(3, 6), (6, 7), (7, 5)}
{(3, 6), (6, 7), (7, 9)}
{(3, 6), (7, 7), (6, 4)}
{(3, 6), (7, 7), (6, 5)}
{(4, 6), (6, 7), (7, 4)}
{(4, 6), (6, 7), (7, 5)}
{(4, 6), (7, 7), (6, 5)}
{(1, 6), (6, 7), (7, 10)}
{(1, 6), (6, 7), (7, 11)}
{(1, 6), (7, 7), (6, 10)}
{(2, 6), (6, 7), (7, 10)}
{(1, 6), (3, 7), (6, 2), (7, 4)}
{(1, 6), (3, 7), (6, 2), (7, 5)}
{(1, 6), (3, 7), (6, 2), (7, 8)}
{(1, 6), (3, 7), (6, 2), (7, 9)}
{(1, 6), (3, 7), (6, 3), (7, 1)}
{(1, 6), (3, 7), (6, 3), (7, 5)}
{(1, 6), (3, 7), (6, 3), (7, 8)}
{(1, 6), (3, 7), (6, 3), (7, 9)}
{(1, 6), (3, 7), (6, 5), (7, 1)}
{(1, 6), (3, 7), (6, 5), (7, 2)}
{(1, 6), (3, 7), (6, 5), (7, 8)}
{(1, 6), (3, 7), (6, 5), (7, 9)}
{(1, 6), (3, 7), (6, 8), (7, 1)}
{(1, 6), (3, 7), (6, 8), (7, 2)}
{(1, 6), (3, 7), (6, 8), (7, 4)}
{(1, 6), (3, 7), (6, 8), (7, 5)}
{(1, 6), (3, 7), (6, 9), (7, 1)}
{(1, 6), (3, 7), (6, 9), (7, 2)}
{(1, 6), (3, 7), (6, 9), (7, 4)}
{(1, 6), (3, 7), (6, 9), (7, 5)}
{(1, 6), (4, 7), (6, 2), (7, 5)}
{(1, 6), (4, 7), (6, 2), (7, 8)}
{(1, 6), (4, 7), (6, 2), (7, 9)}
{(1, 6), (4, 7), (6, 3), (7, 5)}
{(1, 6), (4, 7), (6, 3), (7, 8)}
{(1, 6), (4, 7), (6, 3), (7, 9)}
{(1, 6), (4, 7), (6, 4), (7, 1)}
{(1, 6), (4, 7), (6, 4), (7, 2)}
{(1, 6), (4, 7), (6, 4), (7, 8)}
{(1, 6), (4, 7), (6, 4), (7, 9)}
{(1, 6), (4, 7), (6, 8), (7, 1)}
{(1, 6), (4, 7), (6, 8), (7, 2)}
{(1, 6), (4, 7), (6, 8), (7, 3)}
{(1, 6), (4, 7), (6, 8), (7, 5)}
{(1, 6), (5, 7), (6, 2), (7, 4)}
{(1, 6), (5, 7), (6, 2), (7, 8)}
{(1, 6), (5, 7), (6, 3), (7, 8)}
{(1, 6), (5, 7), (6, 4), (7, 2)}
{(1, 6), (5, 7), (6, 4), (7, 8)}
{(1, 6), (5, 7), (6, 5), (7, 1)}
{(1, 6), (5, 7), (6, 5), (7, 2)}
{(1, 6), (5, 7), (6, 5), (7, 3)}
{(1, 6), (5, 7), (6, 5), (7, 8)}
{(1, 6), (5, 7), (6, 9), (7, 1)}
{(1, 6), (5, 7), (6, 9), (7, 2)}
{(1, 6), (5, 7), (6, 9), (7, 3)}
{(1, 6), (5, 7), (6, 9), (7, 4)}
{(1, 6), (8, 7), (6, 2), (7, 4)}
{(1, 6), (8, 7), (6, 2), (7, 5)}
{(1, 6), (8, 7), (6, 2), (7, 9)}
{(1, 6), (8, 7), (6, 3), (7, 5)}
{(1, 6), (8, 7), (6, 3), (7, 9)}
{(1, 6), (8, 7), (6, 4), (7, 2)}
{(1, 6), (8, 7), (6, 4), (7, 9)}
{(1, 6), (8, 7), (6, 8), (7, 1)}
{(1, 6), (8, 7), (6, 8), (7, 2)}
{(1, 6), (8, 7), (6, 8), (7, 3)}
{(1, 6), (8, 7), (6, 8), (7, 4)}
{(1, 6), (8, 7), (6, 8), (7, 5)}
{(1, 6), (9, 7), (6, 2), (7, 4)}
{(1, 6), (9, 7), (6, 2), (7, 8)}
{(1, 6), (9, 7), (6, 3), (7, 8)}
{(1, 6), (9, 7), (6, 5), (7, 2)}
{(1, 6), (9, 7), (6, 5), (7, 3)}
{(1, 6), (9, 7), (6, 5), (7, 8)}
{(1, 6), (9, 7), (6, 8), (7, 2)}
{(1, 6), (9, 7), (6, 8), (7, 3)}
{(1, 6), (9, 7), (6, 8), (7, 4)}
{(1, 6), (9, 7), (6, 9), (7, 1)}
{(1, 6), (9, 7), (6, 9), (7, 2)}
{(1, 6), (9, 7), (6, 9), (7, 3)}
{(1, 6), (9, 7), (6, 9), (7, 4)}
{(2, 6), (4, 7), (6, 3), (7, 5)}
{(2, 6), (4, 7), (6, 3), (7, 8)}
{(2, 6), (4, 7), (6, 3), (7, 9)}
{(2, 6), (4, 7), (6, 4), (7, 2)}
{(2, 6), (4, 7), (6, 4), (7, 8)}
{(2, 6), (4, 7), (6, 4), (7, 9)}
{(2, 6), (4, 7), (6, 8), (7, 2)}
{(2, 6), (4, 7), (6, 8), (7, 3)}
{(2, 6), (4, 7), (6, 8), (7, 5)}
{(2, 6), (5, 7), (6, 3), (7, 8)}
{(2, 6), (5, 7), (6, 4), (7, 8)}
{(2, 6), (5, 7), (6, 5), (7, 2)}
{(2, 6), (5, 7), (6, 5), (7, 3)}
{(2, 6), (5, 7), (6, 5), (7, 8)}
{(2, 6), (5, 7), (6, 9), (7, 2)}
{(2, 6), (5, 7), (6, 9), (7, 3)}
{(2, 6), (5, 7), (6, 9), (7, 4)}
{(2, 6), (8, 7), (6, 3), (7, 5)}
{(2, 6), (8, 7), (6, 3), (7, 9)}
{(2, 6), (8, 7), (6, 4), (7, 9)}
{(2, 6), (8, 7), (6, 8), (7, 2)}
{(2, 6), (8, 7), (6, 8), (7, 3)}
{(2, 6), (8, 7), (6, 8), (7, 4)}
{(2, 6), (8, 7), (6, 8), (7, 5)}
{(2, 6), (9, 7), (6, 3), (7, 8)}
{(2, 6), (9, 7), (6, 5), (7, 3)}
{(2, 6), (9, 7), (6, 5), (7, 8)}
{(2, 6), (9, 7), (6, 8), (7, 3)}
{(2, 6), (9, 7), (6, 8), (7, 4)}
{(2, 6), (9, 7), (6, 9), (7, 2)}
{(2, 6), (9, 7), (6, 9), (7, 3)}
{(2, 6), (9, 7), (6, 9), (7, 4)}
{(3, 6), (5, 7), (6, 4), (7, 8)}
{(3, 6), (5, 7), (6, 5), (7, 3)}
{(3, 6), (5, 7), (6, 5), (7, 8)}
{(3, 6), (8, 7), (6, 4), (7, 9)}
{(3, 6), (8, 7), (6, 8), (7, 3)}
{(3, 6), (8, 7), (6, 8), (7, 4)}
{(3, 6), (8, 7), (6, 8), (7, 5)}
{(3, 6), (9, 7), (6, 5), (7, 8)}
{(3, 6), (9, 7), (6, 8), (7, 4)}
{(4, 6), (9, 7), (6, 5), (7, 8)}
{(4, 6), (9, 7), (6, 9), (7, 4)}
{(5, 6), (8, 7), (6, 8), (7, 5)}
{(1, 6), (10, 7), (6, 2), (7, 5)}
{(1, 6), (10, 7), (6, 2), (7, 8)}
{(1, 6), (10, 7), (6, 2), (7, 9)}
{(1, 6), (10, 7), (6, 4), (7, 2)}
{(1, 6), (10, 7), (6, 4), (7, 8)}
{(1, 6), (10, 7), (6, 4), (7, 9)}
{(1, 6), (10, 7), (6, 5), (7, 2)}
{(1, 6), (10, 7), (6, 5), (7, 3)}
{(1, 6), (10, 7), (6, 5), (7, 8)}
{(1, 6), (10, 7), (6, 5), (7, 9)}
{(1, 6), (10, 7), (6, 8), (7, 2)}
{(1, 6), (10, 7), (6, 8), (7, 3)}
{(1, 6), (10, 7), (6, 8), (7, 5)}
{(1, 6), (10, 7), (6, 9), (7, 2)}
{(1, 6), (10, 7), (6, 9), (7, 3)}
{(1, 6), (10, 7), (6, 9), (7, 5)}
{(1, 6), (11, 7), (6, 3), (7, 5)}
{(1, 6), (11, 7), (6, 3), (7, 8)}
{(1, 6), (11, 7), (6, 3), (7, 9)}
{(1, 6), (11, 7), (6, 4), (7, 2)}
{(1, 6), (11, 7), (6, 4), (7, 8)}
{(1, 6), (11, 7), (6, 4), (7, 9)}
{(1, 6), (11, 7), (6, 5), (7, 2)}
{(1, 6), (11, 7), (6, 5), (7, 8)}
